NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_79,Tier 2 emission factor,Passenger Cars,E85,E85 - Euro 4 - 98/69/EC II,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_79,Tier 2 emission factor,Passenger Cars,E85,E85 - Euro 4 - 98/69/EC II,NA,PM2.5,0.0011,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_65,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 4 - 98/69/EC II,NA,Benzo(a)pyrene,0.00000174,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-27_20,Tier 2 fuel consumption,Passenger cars,CNG,CNG - Euro 4 and later,Na,Energy Consumption,3.02,MJ/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-27_19,Tier 2 fuel consumption,Passenger cars,E85,E85 - Euro 4 and later,Na,Fuel consumption,87,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-27_17,Tier 2 fuel consumption,Passenger cars,Petrol,Hybrid Petrol Medium - Euro 4,Na,Fuel consumption,34,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-27_16,Tier 2 fuel consumption,Passenger cars,Petrol,Hybrid Petrol Small - Euro 4,Na,Fuel consumption,34,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-27_09,Tier 2 fuel consumption,Passenger cars,Diesel,Diesel Medium - Conventional,Na,Energy Consumption,2.69,MJ/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_71,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 1 - 91/441/EEC,NA,"Indeno(1,2,3-cd)pyrene",1.00E-08,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_70,Tier 2 emission factor,Passenger Cars,LPG,LPG - Conventional,NA,"Indeno(1,2,3-cd)pyrene",1.00E-08,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_68,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 6 2017-2019,NA,Benzo(k)fluoranthene,0.00000153,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_66,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 5 – EC 715/2007,NA,Benzo(a)pyrene,0.00000174,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_76,Tier 2 emission factor,Passenger Cars,Petrol,Hybrid Petrol Small - Euro 4 - 98/69/EC II,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_76,Tier 2 emission factor,Passenger Cars,Petrol,Hybrid Petrol Small - Euro 4 - 98/69/EC II,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_66,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 5 – EC 715/2007,NA,PM2.5,0.0021,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_74,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 4 - 98/69/EC II,NA,"Indeno(1,2,3-cd)pyrene",1.00E-08,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_72,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 2 - 94/12/EEC,NA,"Indeno(1,2,3-cd)pyrene",1.00E-08,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_08,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/02,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_13,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 2 - 94/12/EEC,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_12,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 1 - 91/441/EEC,NA,Benzo(b)fluoranthene,3.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_13,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 2 - 94/12/EEC,NA,Benzo(b)fluoranthene,3.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_13,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 2 - 94/12/EEC,NA,Benzo(a)pyrene,3.20E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_09,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/03,NA,Benzo(a)pyrene,4.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_09,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/03,NA,"Indeno(1,2,3-cd)pyrene",0.00000103,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_09,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/03,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_08,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/02,NA,Benzo(a)pyrene,4.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_19,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 6 2020+,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_16,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 5 – EC 715/2007,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_19,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 6 2020+,NA,PM2.5,0.0016,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_17,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 6 up to 2016,NA,PM2.5,0.0014,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_16,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 5 – EC 715/2007,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_15,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 4 - 98/69/EC II,NA,Benzo(a)pyrene,3.20E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_15,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 4 - 98/69/EC II,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_15,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 4 - 98/69/EC II,NA,PM2.5,0.0011,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_81,Tier 2 emission factor,Passenger Cars,E85,E85 - Euro 4 and later,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_02,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 5 – EC 715/2007,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_81,Tier 2 emission factor,Passenger Cars,E85,E85 - Euro 4 and later,NA,NMVOC,0.062,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_80,Tier 2 emission factor,Passenger Cars,Petrol,Hybrid Petrol Large - Euro 4 and later,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_80,Tier 2 emission factor,Passenger Cars,Petrol,Hybrid Petrol Large - Euro 4 and later,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_81,Tier 2 emission factor,Passenger Cars,E85,E85 - Euro 4 and later,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_04,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 6 2017-2019,NA,Benzo(b)fluoranthene,3.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_33,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 2020+,NA,Benzo(a)pyrene,3.20E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_34,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - PRE ECE,NA,Benzo(k)fluoranthene,3.00E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_36,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/02,NA,Benzo(a)pyrene,4.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_34,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - PRE ECE,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_37,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/03,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_33,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 2020+,NA,Benzo(b)fluoranthene,3.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_33,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 2020+,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_31,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 up to 2016,NA,Benzo(a)pyrene,3.20E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_31,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 up to 2016,NA,Benzo(b)fluoranthene,3.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_40,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 2 - 94/12/EEC,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_41,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 3 - 98/69/EC I,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_36,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/02,NA,Benzo(b)fluoranthene,8.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_37,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/03,NA,Benzo(b)fluoranthene,8.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_37,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/03,NA,"Indeno(1,2,3-cd)pyrene",0.00000103,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_40,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 2 - 94/12/EEC,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_24,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/04,NA,Benzo(b)fluoranthene,8.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_23,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/03,NA,Benzo(b)fluoranthene,8.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_22,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/02,NA,Benzo(a)pyrene,4.80E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_20,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - PRE ECE,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_30,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 5 – EC 715/2007,NA,PM2.5,0.0014,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_28,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 3 - 98/69/EC I,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_29,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 4 - 98/69/EC II,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_29,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 4 - 98/69/EC II,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_27,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 2 - 94/12/EEC,NA,Benzo(a)pyrene,3.20E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_26,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 1 - 91/441/EEC,NA,PM2.5,0.0022,g/km,,,"Calculated using Tier 3 method, assuming TSP=PM10=PM2.5"
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_27,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 2 - 94/12/EEC,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-18_27,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 2 - 94/12/EEC,NA,Benzo(b)fluoranthene,3.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_50,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Small - Euro 6 2017-2019,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_52,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Conventional,NA,NH3,0.001,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_48,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Small - Euro 5 – EC 715/2007,NA,NOx,0.55,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_57,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 5 – EC 715/2007,NA,NH3,0.0019,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_57,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 5 – EC 715/2007,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_58,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 6 up to 2016,NA,CO,0.049,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_55,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 3 - 98/69/EC I,NA,NMVOC,0.02,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_55,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 3 - 98/69/EC I,NA,NOx,0.773,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_41,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 3 - 98/69/EC I,NA,NMVOC,0.088,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_41,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 3 - 98/69/EC I,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_37,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/03,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_39,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 1 - 91/441/EEC,NA,CO,3.41,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_38,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/04,NA,NOx,2.9,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_45,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 6 2017-2019,NA,NOx,0.059,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_46,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 6 2020+,NA,CO,0.53,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_46,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 6 2020+,NA,NOx,0.059,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_44,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 6 up to 2016,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_46,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 6 2020+,NA,NH3,0.0123,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_43,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 5 – EC 715/2007,NA,NOx,0.059,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_43,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 5 – EC 715/2007,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_43,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 5 – EC 715/2007,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_43,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - Euro 5 – EC 715/2007,NA,NH3,0.0123,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_72,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 2 - 94/12/EEC,NA,NMVOC,0.342,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_72,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 2 - 94/12/EEC,NA,NOx,0.18,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_72,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 2 - 94/12/EEC,NA,CO2,0.53,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_71,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 1 - 91/441/EEC,NA,N2O,0.02,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_73,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 3 - 98/69/EC I,NA,N2O,0.004,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_69,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 6 2020+,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_70,Tier 2 emission factor,Passenger Cars,LPG,LPG - Conventional,NA,CO,6.832,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_70,Tier 2 emission factor,Passenger Cars,LPG,LPG - Conventional,NA,NOx,2.36,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_70,Tier 2 emission factor,Passenger Cars,LPG,LPG - Conventional,NA,CO2,0.663,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_71,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 1 - 91/441/EEC,NA,NOx,0.414,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 6 – EC 715/2007,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 emission factor,Passenger Cars,Petrol,Hybrid Petrol Medium - Euro 4 and later,NA,CO,0.043,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_74,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 4 - 98/69/EC II,NA,NH3,0.0338,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 6 – EC 715/2007,NA,NMVOC,0.1,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 emission factor,Passenger Cars,LPG,LPG - Euro 6 – EC 715/2007,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_61,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Conventional,NA,CO2,0.663,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_62,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 1 - 91/441/EEC,NA,NMVOC,0.07,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_62,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 1 - 91/441/EEC,NA,CO,0.414,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_60,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 6 2020+,NA,NMVOC,0.008,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_60,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 6 2020+,NA,N2O,0.004,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_66,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 5 – EC 715/2007,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_67,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 6 up to 2016,NA,CO,0.049,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_67,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 6 up to 2016,NA,NMVOC,0.008,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_68,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 6 2017-2019,NA,NMVOC,0.008,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_68,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 6 2017-2019,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_67,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 6 up to 2016,NA,N2O,0.004,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_58,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Medium - Euro 6 up to 2016,NA,NOx,0.45,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_64,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 3 - 98/69/EC I,NA,CO,0.089,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_64,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 3 - 98/69/EC I,NA,N2O,0.01,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_66,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 5 – EC 715/2007,NA,N2O,0.004,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_64,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 3 - 98/69/EC I,NA,CO2,0.464,g/km,,,Calculated using Tier 3 method
